after_stage,rank,rider,cumulative_s,gap_s,stages_completed,status
11,4,J. AYUSO,142170,262,11,DERIVED_REPRODUCIBLE
11,5,P. SEIXAS,142183,275,11,DERIVED_REPRODUCIBLE
11,6,F. LIPOWITZ,142192,284,11,DERIVED_REPRODUCIBLE
11,7,I. DEL TORO,142216,308,11,DERIVED_REPRODUCIBLE
11,8,M. SKJELMOSE,142253,345,11,DERIVED_REPRODUCIBLE
11,9,L. MARTINEZ,142302,394,11,DERIVED_REPRODUCIBLE
11,10,T. PIDCOCK,142617,709,11,DERIVED_REPRODUCIBLE
11,11,E. BERNAL,142643,735,11,DERIVED_REPRODUCIBLE
11,12,I. VAN WILDER,142671,763,11,DERIVED_REPRODUCIBLE
11,13,D. PIGANZOLI,142726,818,11,DERIVED_REPRODUCIBLE
11,14,T. JOHANNESSEN,142798,890,11,DERIVED_REPRODUCIBLE
11,15,S. QUINN,142816,908,11,DERIVED_REPRODUCIBLE
11,16,Y. VOISARD,142844,936,11,DERIVED_REPRODUCIBLE
11,17,R. DEBRUYNE,142881,973,11,DERIVED_REPRODUCIBLE
11,18,R. CARAPAZ,142971,1063,11,DERIVED_REPRODUCIBLE
11,19,J. JEGAT,142984,1076,11,DERIVED_REPRODUCIBLE
11,20,A. YATES,143014,1106,11,DERIVED_REPRODUCIBLE
11,21,P. CASTRILLO,143140,1232,11,DERIVED_REPRODUCIBLE
11,22,S. KUSS,143160,1252,11,DERIVED_REPRODUCIBLE
11,23,B. MCNULTY,143469,1561,11,DERIVED_REPRODUCIBLE
11,24,T. BENOOT,143905,1997,11,DERIVED_REPRODUCIBLE
11,25,L. VAN EETVELT,144234,2326,11,DERIVED_REPRODUCIBLE
11,26,N. PRODHOMME,144456,2548,11,DERIVED_REPRODUCIBLE
11,27,C. VERONA,144721,2813,11,DERIVED_REPRODUCIBLE
11,28,M. JORGENSON,144790,2882,11,DERIVED_REPRODUCIBLE
11,29,T. ARENSMAN,144916,3008,11,DERIVED_REPRODUCIBLE
11,30,H. TEJADA,144957,3049,11,DERIVED_REPRODUCIBLE
11,31,J. HINDLEY,145052,3144,11,DERIVED_REPRODUCIBLE
11,32,M. VACEK,145107,3199,11,DERIVED_REPRODUCIBLE
11,33,Q. HERMANS,145617,3709,11,DERIVED_REPRODUCIBLE
11,34,A. BAUDIN,145854,3946,11,DERIVED_REPRODUCIBLE
11,35,F. GROSSSCHARTNER,145870,3962,11,DERIVED_REPRODUCIBLE
11,36,K. VAUQUELIN,145884,3976,11,DERIVED_REPRODUCIBLE
11,37,Q. SIMMONS,146059,4151,11,DERIVED_REPRODUCIBLE
11,38,D. GEE,146075,4167,11,DERIVED_REPRODUCIBLE
11,39,E. RUBIO,146212,4304,11,DERIVED_REPRODUCIBLE
11,40,S. HIGUITA,146231,4323,11,DERIVED_REPRODUCIBLE
11,41,J. PARRA,146296,4388,11,DERIVED_REPRODUCIBLE
11,42,A. TIBERI,146320,4412,11,DERIVED_REPRODUCIBLE
11,43,G. MARTIN GUYONNET,146559,4651,11,DERIVED_REPRODUCIBLE
11,44,I. IZAGIRRE,146570,4662,11,DERIVED_REPRODUCIBLE
11,45,V. PARET PEINTRE,146643,4735,11,DERIVED_REPRODUCIBLE
11,46,R. GARCIA,146701,4793,11,DERIVED_REPRODUCIBLE
11,47,M. HIRSCHI,146797,4889,11,DERIVED_REPRODUCIBLE
11,48,N. BREUILLARD,146997,5089,11,DERIVED_REPRODUCIBLE
11,49,T. FOSS,147226,5318,11,DERIVED_REPRODUCIBLE
11,50,A. SKAARSETH,147363,5455,11,DERIVED_REPRODUCIBLE
11,51,T. WELLENS,147393,5485,11,DERIVED_REPRODUCIBLE
11,52,B. O'CONNOR,147433,5525,11,DERIVED_REPRODUCIBLE
11,53,J. DELBOVE,147487,5579,11,DERIVED_REPRODUCIBLE
11,54,C. BRAZ AFONSO,147541,5633,11,DERIVED_REPRODUCIBLE
11,55,M. VAN GILS,147544,5636,11,DERIVED_REPRODUCIBLE
11,56,A. BALDERSTONE,147666,5758,11,DERIVED_REPRODUCIBLE
11,57,J. ROMO,147773,5865,11,DERIVED_REPRODUCIBLE
11,58,A. PARET PEINTRE,147879,5971,11,DERIVED_REPRODUCIBLE
11,59,M. RICCITELLO,147886,5978,11,DERIVED_REPRODUCIBLE
11,60,R. GREGOIRE,147888,5980,11,DERIVED_REPRODUCIBLE
11,61,M. CATTANEO,147937,6029,11,DERIVED_REPRODUCIBLE
11,62,L. CRAPS,148022,6114,11,DERIVED_REPRODUCIBLE
11,63,D. CARUSO,148152,6244,11,DERIVED_REPRODUCIBLE
11,64,X. MEURISSE,148256,6348,11,DERIVED_REPRODUCIBLE
11,65,M. VAN DER POEL,148275,6367,11,DERIVED_REPRODUCIBLE
11,66,E. COSTIOU,148410,6502,11,DERIVED_REPRODUCIBLE
11,67,A. DELETTRE,148426,6518,11,DERIVED_REPRODUCIBLE
11,68,M. PEDERSEN,148590,6682,11,DERIVED_REPRODUCIBLE
11,69,J. STUYVEN,148594,6686,11,DERIVED_REPRODUCIBLE
11,70,M. MATTHEWS,148645,6737,11,DERIVED_REPRODUCIBLE
11,71,L. GERMANI,148683,6775,11,DERIVED_REPRODUCIBLE
11,72,M. VALGREN,148768,6860,11,DERIVED_REPRODUCIBLE
11,73,M. LE BERRE,148827,6919,11,DERIVED_REPRODUCIBLE
11,74,T. SKUJINS,148827,6919,11,DERIVED_REPRODUCIBLE
11,75,L. VERVAEKE,148851,6943,11,DERIVED_REPRODUCIBLE
11,76,Q. PACHER,148875,6967,11,DERIVED_REPRODUCIBLE
11,77,M. VERCHER,148899,6991,11,DERIVED_REPRODUCIBLE
11,78,J. CEPEDA,148905,6997,11,DERIVED_REPRODUCIBLE
11,79,A. ARANBURU,148941,7033,11,DERIVED_REPRODUCIBLE
11,80,G. BENNETT,149013,7105,11,DERIVED_REPRODUCIBLE
11,81,G. ZIMMERMANN,149017,7109,11,DERIVED_REPRODUCIBLE
11,82,M. SCHMID,149183,7275,11,DERIVED_REPRODUCIBLE
11,83,N. OLIVEIRA,149265,7357,11,DERIVED_REPRODUCIBLE
11,84,N. POLITT,149298,7390,11,DERIVED_REPRODUCIBLE
11,85,V. VAN MECHELEN,149313,7405,11,DERIVED_REPRODUCIBLE
11,86,R. PLUIMERS,149321,7413,11,DERIVED_REPRODUCIBLE
11,87,F. VAN DEN BROEK,149335,7427,11,DERIVED_REPRODUCIBLE
11,88,K. ASGREEN,149360,7452,11,DERIVED_REPRODUCIBLE
11,89,V. CAMPENAERTS,149416,7508,11,DERIVED_REPRODUCIBLE
11,90,C. RUSSO,149422,7514,11,DERIVED_REPRODUCIBLE
11,91,B. HEALY,149462,7554,11,DERIVED_REPRODUCIBLE
11,92,A. JOHANNESSEN,149481,7573,11,DERIVED_REPRODUCIBLE
11,93,L. PLAPP,149536,7628,11,DERIVED_REPRODUCIBLE
11,94,A. CHARMIG,149568,7660,11,DERIVED_REPRODUCIBLE
11,95,N. DENZ,149610,7702,11,DERIVED_REPRODUCIBLE
11,96,D. HOWSON,149633,7725,11,DERIVED_REPRODUCIBLE
11,97,B. ARMIRAIL,149821,7913,11,DERIVED_REPRODUCIBLE
11,98,J. TRATNIK,149864,7956,11,DERIVED_REPRODUCIBLE
11,99,J. ABRAHAMSEN,149880,7972,11,DERIVED_REPRODUCIBLE
11,100,B. VAN MOER,149887,7979,11,DERIVED_REPRODUCIBLE
11,101,J. BERCKMOES,150019,8111,11,DERIVED_REPRODUCIBLE
11,102,R. STANNARD,150037,8129,11,DERIVED_REPRODUCIBLE
11,103,S. BERWICK,150050,8142,11,DERIVED_REPRODUCIBLE
11,104,M. WALKER,150067,8159,11,DERIVED_REPRODUCIBLE
11,105,F. ENGELHARDT,150186,8278,11,DERIVED_REPRODUCIBLE
11,106,M. MOHORIC,150224,8316,11,DERIVED_REPRODUCIBLE
11,107,A. KIRSCH,150250,8342,11,DERIVED_REPRODUCIBLE
11,108,W. BARGUIL,150303,8395,11,DERIVED_REPRODUCIBLE
11,109,M. STORER,150309,8401,11,DERIVED_REPRODUCIBLE
11,110,M. CORT NIELSEN,150407,8499,11,DERIVED_REPRODUCIBLE
11,111,M. HEßMANN,150451,8543,11,DERIVED_REPRODUCIBLE
11,112,T. GUERNALEC,150463,8555,11,DERIVED_REPRODUCIBLE
11,113,M. FRIGO,150493,8585,11,DERIVED_REPRODUCIBLE
11,114,L. DURBRIDGE,150505,8597,11,DERIVED_REPRODUCIBLE
11,115,M. TEUNISSEN,150535,8627,11,DERIVED_REPRODUCIBLE
11,116,X. AZPARREN IRURZUN,150540,8632,11,DERIVED_REPRODUCIBLE
11,117,E. VERSTRYNGE,150541,8633,11,DERIVED_REPRODUCIBLE
11,118,A. TURGIS,150617,8709,11,DERIVED_REPRODUCIBLE
11,119,B. THOMAS,150653,8745,11,DERIVED_REPRODUCIBLE
11,120,P. HAGENES,150690,8782,11,DERIVED_REPRODUCIBLE
11,121,E. PLANCKAERT,150691,8783,11,DERIVED_REPRODUCIBLE
11,122,F. GANNA,150703,8795,11,DERIVED_REPRODUCIBLE
11,123,A. GATE,150717,8809,11,DERIVED_REPRODUCIBLE
11,124,J. NICOLAU,150823,8915,11,DERIVED_REPRODUCIBLE
11,125,F. VERMEERSCH,150826,8918,11,DERIVED_REPRODUCIBLE
11,126,J. OTRUBA,150831,8923,11,DERIVED_REPRODUCIBLE
11,127,M. KWIATKOWSKI,150833,8925,11,DERIVED_REPRODUCIBLE
11,128,J. RICKAERT,150868,8960,11,DERIVED_REPRODUCIBLE
11,129,S. VELASCO,150886,8978,11,DERIVED_REPRODUCIBLE
11,130,D. GODON,150887,8979,11,DERIVED_REPRODUCIBLE
11,131,G. STEINHAUSER,151012,9104,11,DERIVED_REPRODUCIBLE
11,132,K. NEILANDS,151042,9134,11,DERIVED_REPRODUCIBLE
11,133,H. PAGE,151074,9166,11,DERIVED_REPRODUCIBLE
11,134,F. BIESTERBOS,151109,9201,11,DERIVED_REPRODUCIBLE
11,135,F. WRIGHT,151178,9270,11,DERIVED_REPRODUCIBLE
11,136,N. VINOKUROV,151214,9306,11,DERIVED_REPRODUCIBLE
11,137,S. WAERENSKJOLD,151254,9346,11,DERIVED_REPRODUCIBLE
11,138,D. VAN BAARLE,151276,9368,11,DERIVED_REPRODUCIBLE
11,139,H. ARTZ,151278,9370,11,DERIVED_REPRODUCIBLE
11,140,J. ALAPHILIPPE,151310,9402,11,DERIVED_REPRODUCIBLE
11,141,S. OLDANI,151355,9447,11,DERIVED_REPRODUCIBLE
11,142,D. HOOLE,151364,9456,11,DERIVED_REPRODUCIBLE
11,143,M. KANTER,151490,9582,11,DERIVED_REPRODUCIBLE
11,144,B. GIRMAY,151516,9608,11,DERIVED_REPRODUCIBLE
11,145,T. VAN DIJKE,151584,9676,11,DERIVED_REPRODUCIBLE
11,146,P. EENKHOORN,151586,9678,11,DERIVED_REPRODUCIBLE
11,147,T. VAN ASBROECK,151671,9763,11,DERIVED_REPRODUCIBLE
11,148,E. AFFINI,151774,9866,11,DERIVED_REPRODUCIBLE
11,149,S. DILLIER,151785,9877,11,DERIVED_REPRODUCIBLE
11,150,N. MÄRKL,151812,9904,11,DERIVED_REPRODUCIBLE
11,151,J. PHILIPSEN,151832,9924,11,DERIVED_REPRODUCIBLE
11,152,B. VEISTROFFER,151838,9930,11,DERIVED_REPRODUCIBLE
11,153,J. TARLING,151909,10001,11,DERIVED_REPRODUCIBLE
11,154,R. DHONDT,151920,10012,11,DERIVED_REPRODUCIBLE
11,155,J. BIERMANS,151960,10052,11,DERIVED_REPRODUCIBLE
11,156,L. SLOCK,151974,10066,11,DERIVED_REPRODUCIBLE
11,157,T. MARSMAN,152057,10149,11,DERIVED_REPRODUCIBLE
11,158,P. BITTNER,152134,10226,11,DERIVED_REPRODUCIBLE
11,159,P. ACKERMANN,152296,10388,11,DERIVED_REPRODUCIBLE
11,160,M. FRETIN,152309,10401,11,DERIVED_REPRODUCIBLE
11,161,J. VAN DEN BERG,152347,10439,11,DERIVED_REPRODUCIBLE
11,162,J. STEWART,152379,10471,11,DERIVED_REPRODUCIBLE
11,163,J. DEGENKOLB,152391,10483,11,DERIVED_REPRODUCIBLE
11,164,M. HALLER,152438,10530,11,DERIVED_REPRODUCIBLE
11,165,F. GAVIRIA,152549,10641,11,DERIVED_REPRODUCIBLE
11,166,T. MERLIER,152569,10661,11,DERIVED_REPRODUCIBLE
11,167,P. BAUHAUS,152604,10696,11,DERIVED_REPRODUCIBLE
11,168,O. KOOIJ,152615,10707,11,DERIVED_REPRODUCIBLE
11,169,L. ASKEY,152620,10712,11,DERIVED_REPRODUCIBLE
11,170,D. BALLERINI,152623,10715,11,DERIVED_REPRODUCIBLE
11,171,C. BOL,152664,10756,11,DERIVED_REPRODUCIBLE
11,172,P. ALLEGAERT,152694,10786,11,DERIVED_REPRODUCIBLE
11,173,K. GRADEK,152780,10872,11,DERIVED_REPRODUCIBLE
11,174,M. LOUVEL,153055,11147,11,DERIVED_REPRODUCIBLE
12,1,T. POGACAR,155041,0,12,DERIVED_REPRODUCIBLE
12,2,J. VINGEGAARD,155257,216,12,DERIVED_REPRODUCIBLE
12,3,R. EVENEPOEL,155287,246,12,DERIVED_REPRODUCIBLE
12,4,J. AYUSO,155303,262,12,DERIVED_REPRODUCIBLE
12,5,P. SEIXAS,155316,275,12,DERIVED_REPRODUCIBLE
12,6,F. LIPOWITZ,155325,284,12,DERIVED_REPRODUCIBLE
12,7,I. DEL TORO,155349,308,12,DERIVED_REPRODUCIBLE
12,8,M. SKJELMOSE,155386,345,12,DERIVED_REPRODUCIBLE
12,9,L. MARTINEZ,155435,394,12,DERIVED_REPRODUCIBLE
12,10,T. PIDCOCK,155750,709,12,DERIVED_REPRODUCIBLE
12,11,E. BERNAL,155776,735,12,DERIVED_REPRODUCIBLE
12,12,I. VAN WILDER,155804,763,12,DERIVED_REPRODUCIBLE
12,13,D. PIGANZOLI,155859,818,12,DERIVED_REPRODUCIBLE
12,14,T. JOHANNESSEN,155931,890,12,DERIVED_REPRODUCIBLE
12,15,S. QUINN,155949,908,12,DERIVED_REPRODUCIBLE
12,16,Y. VOISARD,155977,936,12,DERIVED_REPRODUCIBLE
12,17,R. DEBRUYNE,156014,973,12,DERIVED_REPRODUCIBLE
12,18,R. CARAPAZ,156104,1063,12,DERIVED_REPRODUCIBLE
12,19,J. JEGAT,156117,1076,12,DERIVED_REPRODUCIBLE
12,20,A. YATES,156147,1106,12,DERIVED_REPRODUCIBLE
12,21,P. CASTRILLO,156273,1232,12,DERIVED_REPRODUCIBLE
12,22,S. KUSS,156293,1252,12,DERIVED_REPRODUCIBLE
12,23,B. MCNULTY,156602,1561,12,DERIVED_REPRODUCIBLE
12,24,T. BENOOT,157038,1997,12,DERIVED_REPRODUCIBLE
12,25,L. VAN EETVELT,157367,2326,12,DERIVED_REPRODUCIBLE
12,26,N. PRODHOMME,157589,2548,12,DERIVED_REPRODUCIBLE
12,27,C. VERONA,157854,2813,12,DERIVED_REPRODUCIBLE
12,28,T. ARENSMAN,158049,3008,12,DERIVED_REPRODUCIBLE
12,29,J. HINDLEY,158185,3144,12,DERIVED_REPRODUCIBLE
12,30,M. VACEK,158240,3199,12,DERIVED_REPRODUCIBLE
12,31,H. TEJADA,158296,3255,12,DERIVED_REPRODUCIBLE
12,32,M. JORGENSON,158389,3348,12,DERIVED_REPRODUCIBLE
12,33,Q. HERMANS,158750,3709,12,DERIVED_REPRODUCIBLE
12,34,A. BAUDIN,158987,3946,12,DERIVED_REPRODUCIBLE
12,35,F. GROSSSCHARTNER,159003,3962,12,DERIVED_REPRODUCIBLE
12,36,K. VAUQUELIN,159017,3976,12,DERIVED_REPRODUCIBLE
12,37,Q. SIMMONS,159192,4151,12,DERIVED_REPRODUCIBLE
12,38,D. GEE,159208,4167,12,DERIVED_REPRODUCIBLE
12,39,E. RUBIO,159345,4304,12,DERIVED_REPRODUCIBLE
12,40,S. HIGUITA,159364,4323,12,DERIVED_REPRODUCIBLE
12,41,J. PARRA,159429,4388,12,DERIVED_REPRODUCIBLE
12,42,A. TIBERI,159453,4412,12,DERIVED_REPRODUCIBLE
12,43,G. MARTIN GUYONNET,159692,4651,12,DERIVED_REPRODUCIBLE
12,44,I. IZAGIRRE,159703,4662,12,DERIVED_REPRODUCIBLE
12,45,R. GARCIA,159834,4793,12,DERIVED_REPRODUCIBLE
12,46,M. HIRSCHI,159930,4889,12,DERIVED_REPRODUCIBLE
12,47,V. PARET PEINTRE,160113,5072,12,DERIVED_REPRODUCIBLE
12,48,N. BREUILLARD,160130,5089,12,DERIVED_REPRODUCIBLE
12,49,T. FOSS,160359,5318,12,DERIVED_REPRODUCIBLE
12,50,A. SKAARSETH,160496,5455,12,DERIVED_REPRODUCIBLE
12,51,B. O'CONNOR,160566,5525,12,DERIVED_REPRODUCIBLE
12,52,J. DELBOVE,160620,5579,12,DERIVED_REPRODUCIBLE
12,53,C. BRAZ AFONSO,160674,5633,12,DERIVED_REPRODUCIBLE
12,54,M. VAN GILS,160677,5636,12,DERIVED_REPRODUCIBLE
12,55,A. BALDERSTONE,160799,5758,12,DERIVED_REPRODUCIBLE
12,56,J. ROMO,160906,5865,12,DERIVED_REPRODUCIBLE
12,57,T. WELLENS,160992,5951,12,DERIVED_REPRODUCIBLE
12,58,A. PARET PEINTRE,161012,5971,12,DERIVED_REPRODUCIBLE
12,59,M. RICCITELLO,161019,5978,12,DERIVED_REPRODUCIBLE
12,60,R. GREGOIRE,161021,5980,12,DERIVED_REPRODUCIBLE
12,61,M. CATTANEO,161070,6029,12,DERIVED_REPRODUCIBLE
12,62,L. CRAPS,161155,6114,12,DERIVED_REPRODUCIBLE
12,63,D. CARUSO,161285,6244,12,DERIVED_REPRODUCIBLE
12,64,X. MEURISSE,161389,6348,12,DERIVED_REPRODUCIBLE
12,65,M. VAN DER POEL,161408,6367,12,DERIVED_REPRODUCIBLE
12,66,A. DELETTRE,161559,6518,12,DERIVED_REPRODUCIBLE
12,67,M. PEDERSEN,161723,6682,12,DERIVED_REPRODUCIBLE
12,68,J. STUYVEN,161727,6686,12,DERIVED_REPRODUCIBLE
12,69,M. MATTHEWS,161778,6737,12,DERIVED_REPRODUCIBLE
12,70,L. GERMANI,161816,6775,12,DERIVED_REPRODUCIBLE
12,71,M. VALGREN,161901,6860,12,DERIVED_REPRODUCIBLE
12,72,M. LE BERRE,161960,6919,12,DERIVED_REPRODUCIBLE
12,73,T. SKUJINS,161960,6919,12,DERIVED_REPRODUCIBLE
12,74,L. VERVAEKE,161984,6943,12,DERIVED_REPRODUCIBLE
12,75,Q. PACHER,162008,6967,12,DERIVED_REPRODUCIBLE
12,76,E. COSTIOU,162009,6968,12,DERIVED_REPRODUCIBLE
12,77,M. VERCHER,162032,6991,12,DERIVED_REPRODUCIBLE
12,78,J. CEPEDA,162038,6997,12,DERIVED_REPRODUCIBLE
12,79,A. ARANBURU,162074,7033,12,DERIVED_REPRODUCIBLE
12,80,G. ZIMMERMANN,162150,7109,12,DERIVED_REPRODUCIBLE
12,81,M. SCHMID,162316,7275,12,DERIVED_REPRODUCIBLE
12,82,N. OLIVEIRA,162398,7357,12,DERIVED_REPRODUCIBLE
12,83,N. POLITT,162431,7390,12,DERIVED_REPRODUCIBLE
12,84,V. VAN MECHELEN,162446,7405,12,DERIVED_REPRODUCIBLE
12,85,R. PLUIMERS,162454,7413,12,DERIVED_REPRODUCIBLE
12,86,F. VAN DEN BROEK,162468,7427,12,DERIVED_REPRODUCIBLE
12,87,K. ASGREEN,162493,7452,12,DERIVED_REPRODUCIBLE
12,88,V. CAMPENAERTS,162549,7508,12,DERIVED_REPRODUCIBLE
12,89,C. RUSSO,162555,7514,12,DERIVED_REPRODUCIBLE
12,90,B. HEALY,162595,7554,12,DERIVED_REPRODUCIBLE
12,91,G. BENNETT,162612,7571,12,DERIVED_REPRODUCIBLE
12,92,A. JOHANNESSEN,162614,7573,12,DERIVED_REPRODUCIBLE
12,93,L. PLAPP,162669,7628,12,DERIVED_REPRODUCIBLE
12,94,A. CHARMIG,162701,7660,12,DERIVED_REPRODUCIBLE
12,95,D. HOWSON,162766,7725,12,DERIVED_REPRODUCIBLE
12,96,B. ARMIRAIL,162954,7913,12,DERIVED_REPRODUCIBLE
12,97,J. TRATNIK,162997,7956,12,DERIVED_REPRODUCIBLE
12,98,J. ABRAHAMSEN,163013,7972,12,DERIVED_REPRODUCIBLE
12,99,B. VAN MOER,163020,7979,12,DERIVED_REPRODUCIBLE
12,100,N. DENZ,163080,8039,12,DERIVED_REPRODUCIBLE
12,101,J. BERCKMOES,163152,8111,12,DERIVED_REPRODUCIBLE
12,102,R. STANNARD,163170,8129,12,DERIVED_REPRODUCIBLE
12,103,M. WALKER,163200,8159,12,DERIVED_REPRODUCIBLE
12,104,F. ENGELHARDT,163319,8278,12,DERIVED_REPRODUCIBLE
12,105,M. MOHORIC,163357,8316,12,DERIVED_REPRODUCIBLE
12,106,A. KIRSCH,163383,8342,12,DERIVED_REPRODUCIBLE
12,107,S. BERWICK,163389,8348,12,DERIVED_REPRODUCIBLE
12,108,W. BARGUIL,163436,8395,12,DERIVED_REPRODUCIBLE
12,109,M. CORT NIELSEN,163540,8499,12,DERIVED_REPRODUCIBLE
12,110,M. HEßMANN,163584,8543,12,DERIVED_REPRODUCIBLE
12,111,T. GUERNALEC,163596,8555,12,DERIVED_REPRODUCIBLE
12,112,M. FRIGO,163626,8585,12,DERIVED_REPRODUCIBLE
12,113,L. DURBRIDGE,163638,8597,12,DERIVED_REPRODUCIBLE
12,114,M. STORER,163648,8607,12,DERIVED_REPRODUCIBLE
12,115,M. TEUNISSEN,163668,8627,12,DERIVED_REPRODUCIBLE
12,116,A. TURGIS,163750,8709,12,DERIVED_REPRODUCIBLE
12,117,B. THOMAS,163786,8745,12,DERIVED_REPRODUCIBLE
12,118,P. HAGENES,163823,8782,12,DERIVED_REPRODUCIBLE
12,119,E. PLANCKAERT,163824,8783,12,DERIVED_REPRODUCIBLE
12,120,A. GATE,163850,8809,12,DERIVED_REPRODUCIBLE
12,121,X. AZPARREN IRURZUN,163906,8865,12,DERIVED_REPRODUCIBLE
12,122,F. VERMEERSCH,163959,8918,12,DERIVED_REPRODUCIBLE
12,123,M. KWIATKOWSKI,163966,8925,12,DERIVED_REPRODUCIBLE
12,124,J. RICKAERT,164001,8960,12,DERIVED_REPRODUCIBLE
12,125,S. VELASCO,164019,8978,12,DERIVED_REPRODUCIBLE
12,126,D. GODON,164020,8979,12,DERIVED_REPRODUCIBLE
12,127,E. VERSTRYNGE,164140,9099,12,DERIVED_REPRODUCIBLE
12,128,H. PAGE,164207,9166,12,DERIVED_REPRODUCIBLE
12,129,F. GANNA,164274,9233,12,DERIVED_REPRODUCIBLE
12,130,F. WRIGHT,164311,9270,12,DERIVED_REPRODUCIBLE
12,131,N. VINOKUROV,164347,9306,12,DERIVED_REPRODUCIBLE
12,132,S. WAERENSKJOLD,164387,9346,12,DERIVED_REPRODUCIBLE
12,133,H. ARTZ,164411,9370,12,DERIVED_REPRODUCIBLE
12,134,J. NICOLAU,164422,9381,12,DERIVED_REPRODUCIBLE
12,135,J. OTRUBA,164430,9389,12,DERIVED_REPRODUCIBLE
12,136,S. OLDANI,164488,9447,12,DERIVED_REPRODUCIBLE
12,137,D. HOOLE,164497,9456,12,DERIVED_REPRODUCIBLE
12,138,F. BIESTERBOS,164579,9538,12,DERIVED_REPRODUCIBLE
12,139,G. STEINHAUSER,164611,9570,12,DERIVED_REPRODUCIBLE
12,140,M. KANTER,164623,9582,12,DERIVED_REPRODUCIBLE
12,141,K. NEILANDS,164641,9600,12,DERIVED_REPRODUCIBLE
12,142,B. GIRMAY,164649,9608,12,DERIVED_REPRODUCIBLE
12,143,D. VAN BAARLE,164708,9667,12,DERIVED_REPRODUCIBLE
12,144,T. VAN DIJKE,164717,9676,12,DERIVED_REPRODUCIBLE
12,145,T. VAN ASBROECK,164804,9763,12,DERIVED_REPRODUCIBLE
12,146,E. AFFINI,164907,9866,12,DERIVED_REPRODUCIBLE
12,147,J. ALAPHILIPPE,164909,9868,12,DERIVED_REPRODUCIBLE
12,148,J. PHILIPSEN,164961,9920,12,DERIVED_REPRODUCIBLE
12,149,J. TARLING,165042,10001,12,DERIVED_REPRODUCIBLE
12,150,J. BIERMANS,165093,10052,12,DERIVED_REPRODUCIBLE
12,151,L. SLOCK,165107,10066,12,DERIVED_REPRODUCIBLE
12,152,P. EENKHOORN,165185,10144,12,DERIVED_REPRODUCIBLE
12,153,T. MARSMAN,165190,10149,12,DERIVED_REPRODUCIBLE
12,154,P. BITTNER,165267,10226,12,DERIVED_REPRODUCIBLE
12,155,R. DHONDT,165309,10268,12,DERIVED_REPRODUCIBLE
12,156,S. DILLIER,165384,10343,12,DERIVED_REPRODUCIBLE
12,157,N. MÄRKL,165411,10370,12,DERIVED_REPRODUCIBLE
12,158,P. ACKERMANN,165429,10388,12,DERIVED_REPRODUCIBLE
12,159,B. VEISTROFFER,165437,10396,12,DERIVED_REPRODUCIBLE
12,160,M. FRETIN,165442,10401,12,DERIVED_REPRODUCIBLE
12,161,J. VAN DEN BERG,165480,10439,12,DERIVED_REPRODUCIBLE
12,162,J. STEWART,165512,10471,12,DERIVED_REPRODUCIBLE
12,163,J. DEGENKOLB,165524,10483,12,DERIVED_REPRODUCIBLE
12,164,M. HALLER,165571,10530,12,DERIVED_REPRODUCIBLE
12,165,F. GAVIRIA,165682,10641,12,DERIVED_REPRODUCIBLE
12,166,T. MERLIER,165692,10651,12,DERIVED_REPRODUCIBLE
12,167,P. BAUHAUS,165737,10696,12,DERIVED_REPRODUCIBLE
12,168,O. KOOIJ,165742,10701,12,DERIVED_REPRODUCIBLE
12,169,L. ASKEY,165753,10712,12,DERIVED_REPRODUCIBLE
12,170,D. BALLERINI,165756,10715,12,DERIVED_REPRODUCIBLE
12,171,C. BOL,165797,10756,12,DERIVED_REPRODUCIBLE
12,172,P. ALLEGAERT,165827,10786,12,DERIVED_REPRODUCIBLE
12,173,K. GRADEK,165913,10872,12,DERIVED_REPRODUCIBLE
12,174,M. LOUVEL,166188,11147,12,DERIVED_REPRODUCIBLE
13,1,T. POGACAR,170311,0,13,DERIVED_REPRODUCIBLE
13,2,J. VINGEGAARD,170527,216,13,DERIVED_REPRODUCIBLE
13,3,R. EVENEPOEL,170557,246,13,DERIVED_REPRODUCIBLE
13,4,T. PIDCOCK,170566,255,13,DERIVED_REPRODUCIBLE
13,5,J. AYUSO,170573,262,13,DERIVED_REPRODUCIBLE
13,6,P. SEIXAS,170586,275,13,DERIVED_REPRODUCIBLE
13,7,F. LIPOWITZ,170595,284,13,DERIVED_REPRODUCIBLE
13,8,I. DEL TORO,170619,308,13,DERIVED_REPRODUCIBLE
13,9,M. SKJELMOSE,170656,345,13,DERIVED_REPRODUCIBLE
13,10,L. MARTINEZ,170705,394,13,DERIVED_REPRODUCIBLE
13,11,J. JEGAT,170937,626,13,DERIVED_REPRODUCIBLE
13,12,E. BERNAL,171046,735,13,DERIVED_REPRODUCIBLE
13,13,I. VAN WILDER,171074,763,13,DERIVED_REPRODUCIBLE
13,14,D. PIGANZOLI,171129,818,13,DERIVED_REPRODUCIBLE
13,15,T. JOHANNESSEN,171201,890,13,DERIVED_REPRODUCIBLE
13,16,S. QUINN,171219,908,13,DERIVED_REPRODUCIBLE
13,17,Y. VOISARD,171247,936,13,DERIVED_REPRODUCIBLE
13,18,R. DEBRUYNE,171284,973,13,DERIVED_REPRODUCIBLE
13,19,R. CARAPAZ,171374,1063,13,DERIVED_REPRODUCIBLE
13,20,A. YATES,171417,1106,13,DERIVED_REPRODUCIBLE
