stage_number,rank,rider,bib,team,finish_time_s,gap_s,bonus_s,penalty_s,status
17,16,J. DELBOVE,203,TOTALENERGIES,13273,0,0,0,OBSERVED_FACT
17,17,R. GARCIA,144,MOVISTAR TEAM,13273,0,0,0,OBSERVED_FACT
17,18,G. ZIMMERMANN,158,LOTTO INTERMARCHE,13273,0,0,0,OBSERVED_FACT
17,19,G. MARTIN GUYONNET,186,GROUPAMA-FDJ UNITED,13273,0,0,0,OBSERVED_FACT
17,20,Q. HERMANS,174,PINARELLO-Q36.5 PRO CYCLING TEAM,13273,0,0,0,OBSERVED_FACT
17,21,Q. SIMMONS,34,LIDL-TREK,13273,0,0,0,OBSERVED_FACT
17,22,J. HINDLEY,24,RED BULL - BORA - HANSGROHE,13273,0,0,0,OBSERVED_FACT
17,23,N. DENZ,23,RED BULL - BORA - HANSGROHE,13273,0,0,0,OBSERVED_FACT
17,24,P. HAGENES,15,TEAM VISMA | LEASE A BIKE,13273,0,0,0,OBSERVED_FACT
17,25,A. BAUDIN,43,EF EDUCATION - EASYPOST,13273,0,0,0,OBSERVED_FACT
17,26,J. TARLING,87,NETCOMPANY INEOS CYCLING TEAM,13273,0,0,0,OBSERVED_FACT
17,27,T. BENOOT,52,DECATHLON CMA CGM TEAM,13289,16,0,0,OBSERVED_FACT
17,28,M. VALGREN,47,EF EDUCATION - EASYPOST,13293,20,0,0,OBSERVED_FACT
17,29,P. CASTRILLO,142,MOVISTAR TEAM,13300,27,0,0,OBSERVED_FACT
17,30,D. GEE,32,LIDL-TREK,13308,35,0,0,OBSERVED_FACT
17,31,R. DHONDT,215,TEAM PICNIC POSTNL,13318,45,0,0,OBSERVED_FACT
17,32,E. RUBIO,148,MOVISTAR TEAM,13318,45,0,0,OBSERVED_FACT
17,33,N. POLITT,5,UAE TEAM EMIRATES XRG,13323,50,0,0,OBSERVED_FACT
17,34,J. STUYVEN,94,SOUDAL QUICK-STEP,13385,112,0,0,OBSERVED_FACT
17,35,B. HEALY,44,EF EDUCATION - EASYPOST,13394,121,0,0,OBSERVED_FACT
17,36,H. TEJADA,65,XDS ASTANA TEAM,13450,177,0,0,OBSERVED_FACT
17,37,E. BERNAL,81,NETCOMPANY INEOS CYCLING TEAM,13450,177,0,0,OBSERVED_FACT
17,38,M. JORGENSON,16,TEAM VISMA | LEASE A BIKE,13450,177,0,0,OBSERVED_FACT
17,39,V. VAN MECHELEN,78,BAHRAIN VICTORIOUS,13456,183,0,0,OBSERVED_FACT
17,40,M. LE BERRE,206,TOTALENERGIES,13461,188,0,0,OBSERVED_FACT
17,41,C. BRAZ AFONSO,183,GROUPAMA-FDJ UNITED,13468,195,0,0,OBSERVED_FACT
17,42,M. KWIATKOWSKI,86,NETCOMPANY INEOS CYCLING TEAM,13475,202,0,0,OBSERVED_FACT
17,43,F. ENGELHARDT,114,TEAM JAYCO ALULA,13475,202,0,0,OBSERVED_FACT
17,44,B. O'CONNOR,111,TEAM JAYCO ALULA,13522,249,0,0,OBSERVED_FACT
17,45,E. PLANCKAERT,106,ALPECIN-PREMIER TECH,13559,286,0,0,OBSERVED_FACT
17,46,E. VERSTRYNGE,108,ALPECIN-PREMIER TECH,13559,286,0,0,OBSERVED_FACT
17,47,V. CAMPENAERTS,14,TEAM VISMA | LEASE A BIKE,13568,295,0,0,OBSERVED_FACT
17,48,F. VERMEERSCH,6,UAE TEAM EMIRATES XRG,13799,526,0,0,OBSERVED_FACT
17,49,F. GROSSSCHARTNER,3,UAE TEAM EMIRATES XRG,13799,526,0,0,OBSERVED_FACT
17,50,T. POGACAR,1,UAE TEAM EMIRATES XRG,13799,526,0,0,OBSERVED_FACT
17,51,B. MCNULTY,4,UAE TEAM EMIRATES XRG,13799,526,0,0,OBSERVED_FACT
17,52,I. DEL TORO,2,UAE TEAM EMIRATES XRG,13799,526,0,0,OBSERVED_FACT
17,53,T. VAN DIJKE,27,RED BULL - BORA - HANSGROHE,13799,526,0,0,OBSERVED_FACT
17,54,J. TRATNIK,26,RED BULL - BORA - HANSGROHE,13799,526,0,0,OBSERVED_FACT
17,55,M. VAN GILS,28,RED BULL - BORA - HANSGROHE,13799,526,0,0,OBSERVED_FACT
17,56,M. CATTANEO,22,RED BULL - BORA - HANSGROHE,13799,526,0,0,OBSERVED_FACT
17,57,R. EVENEPOEL,21,RED BULL - BORA - HANSGROHE,13799,526,0,0,OBSERVED_FACT
17,58,N. PRODHOMME,57,DECATHLON CMA CGM TEAM,13799,526,0,0,OBSERVED_FACT
17,59,P. SEIXAS,51,DECATHLON CMA CGM TEAM,13799,526,0,0,OBSERVED_FACT
17,60,A. PARET PEINTRE,56,DECATHLON CMA CGM TEAM,13799,526,0,0,OBSERVED_FACT
17,61,M. RICCITELLO,58,DECATHLON CMA CGM TEAM,13799,526,0,0,OBSERVED_FACT
17,62,M. SKJELMOSE,35,LIDL-TREK,13799,526,0,0,OBSERVED_FACT
17,63,T. SKUJINS,36,LIDL-TREK,13799,526,0,0,OBSERVED_FACT
17,64,J. AYUSO,31,LIDL-TREK,13799,526,0,0,OBSERVED_FACT
17,65,M. VACEK,37,LIDL-TREK,13799,526,0,0,OBSERVED_FACT
17,66,C. VERONA,38,LIDL-TREK,13799,526,0,0,OBSERVED_FACT
17,67,K. GRADEK,74,BAHRAIN VICTORIOUS,13799,526,0,0,OBSERVED_FACT
17,68,L. MARTINEZ,71,BAHRAIN VICTORIOUS,13799,526,0,0,OBSERVED_FACT
17,69,A. TIBERI,77,BAHRAIN VICTORIOUS,13799,526,0,0,OBSERVED_FACT
17,70,D. CARUSO,73,BAHRAIN VICTORIOUS,13799,526,0,0,OBSERVED_FACT
17,71,F. WRIGHT,178,PINARELLO-Q36.5 PRO CYCLING TEAM,13799,526,0,0,OBSERVED_FACT
17,72,R. STANNARD,76,BAHRAIN VICTORIOUS,13799,526,0,0,OBSERVED_FACT
17,73,T. PIDCOCK,171,PINARELLO-Q36.5 PRO CYCLING TEAM,13799,526,0,0,OBSERVED_FACT
17,74,B. VAN MOER,177,PINARELLO-Q36.5 PRO CYCLING TEAM,13799,526,0,0,OBSERVED_FACT
17,75,D. HOWSON,175,PINARELLO-Q36.5 PRO CYCLING TEAM,13799,526,0,0,OBSERVED_FACT
17,76,X. MEURISSE,176,PINARELLO-Q36.5 PRO CYCLING TEAM,13799,526,0,0,OBSERVED_FACT
17,77,E. AFFINI,12,TEAM VISMA | LEASE A BIKE,13799,526,0,0,OBSERVED_FACT
17,78,S. DILLIER,103,ALPECIN-PREMIER TECH,13799,526,0,0,OBSERVED_FACT
17,79,M. HALLER,193,TUDOR PRO CYCLING TEAM,13799,526,0,0,OBSERVED_FACT
17,80,Y. VOISARD,198,TUDOR PRO CYCLING TEAM,13799,526,0,0,OBSERVED_FACT
17,81,M. HIRSCHI,194,TUDOR PRO CYCLING TEAM,13799,526,0,0,OBSERVED_FACT
17,82,J. ALAPHILIPPE,191,TUDOR PRO CYCLING TEAM,13799,526,0,0,OBSERVED_FACT
17,83,P. EENKHOORN,92,SOUDAL QUICK-STEP,13799,526,0,0,OBSERVED_FACT
17,84,I. VAN WILDER,97,SOUDAL QUICK-STEP,13799,526,0,0,OBSERVED_FACT
17,85,A. SKAARSETH,126,UNO-X MOBILITY,13799,526,0,0,OBSERVED_FACT
17,86,T. JOHANNESSEN,121,UNO-X MOBILITY,13799,526,0,0,OBSERVED_FACT
17,87,K. ASGREEN,42,EF EDUCATION - EASYPOST,13799,526,0,0,OBSERVED_FACT
17,88,R. CARAPAZ,41,EF EDUCATION - EASYPOST,13799,526,0,0,OBSERVED_FACT
17,89,J. DEGENKOLB,214,TEAM PICNIC POSTNL,13799,526,0,0,OBSERVED_FACT
17,90,N. MÄRKL,216,TEAM PICNIC POSTNL,13799,526,0,0,OBSERVED_FACT
17,91,B. GIRMAY,131,NSN CYCLING TEAM,13799,526,0,0,OBSERVED_FACT
17,92,M. LOUVEL,135,NSN CYCLING TEAM,13799,526,0,0,OBSERVED_FACT
17,93,K. NEILANDS,136,NSN CYCLING TEAM,13799,526,0,0,OBSERVED_FACT
17,94,N. OLIVEIRA,146,MOVISTAR TEAM,13799,526,0,0,OBSERVED_FACT
17,95,M. FRETIN,165,COFIDIS,13799,526,0,0,OBSERVED_FACT
17,96,M. TEUNISSEN,66,XDS ASTANA TEAM,13799,526,0,0,OBSERVED_FACT
17,97,J. BIERMANS,164,COFIDIS,13799,526,0,0,OBSERVED_FACT
17,98,M. FRIGO,134,NSN CYCLING TEAM,13799,526,0,0,OBSERVED_FACT
17,99,S. KUSS,17,TEAM VISMA | LEASE A BIKE,13799,526,0,0,OBSERVED_FACT
17,100,M. WALKER,48,EF EDUCATION - EASYPOST,13799,526,0,0,OBSERVED_FACT
17,101,S. QUINN,45,EF EDUCATION - EASYPOST,13799,526,0,0,OBSERVED_FACT
17,102,A. TURGIS,207,TOTALENERGIES,13799,526,0,0,OBSERVED_FACT
17,103,D. PIGANZOLI,18,TEAM VISMA | LEASE A BIKE,13799,526,0,0,OBSERVED_FACT
17,104,B. ARMIRAIL,13,TEAM VISMA | LEASE A BIKE,13799,526,0,0,OBSERVED_FACT
17,105,J. ROMO,147,MOVISTAR TEAM,13799,526,0,0,OBSERVED_FACT
17,106,T. ARENSMAN,82,NETCOMPANY INEOS CYCLING TEAM,13799,526,0,0,OBSERVED_FACT
17,107,S. OLDANI,226,CAJA RURAL-SEGUROS RGA,13799,526,0,0,OBSERVED_FACT
17,108,M. HEßMANN,145,MOVISTAR TEAM,13799,526,0,0,OBSERVED_FACT
17,109,A. ARANBURU,163,COFIDIS,13799,526,0,0,OBSERVED_FACT
17,110,T. GUERNALEC,205,TOTALENERGIES,13799,526,0,0,OBSERVED_FACT
17,111,J. RICKAERT,107,ALPECIN-PREMIER TECH,13799,526,0,0,OBSERVED_FACT
17,112,A. DELETTRE,204,TOTALENERGIES,13799,526,0,0,OBSERVED_FACT
17,113,M. VERCHER,208,TOTALENERGIES,13799,526,0,0,OBSERVED_FACT
17,114,P. ALLEGAERT,162,COFIDIS,13799,526,0,0,OBSERVED_FACT
17,115,T. MARSMAN,104,ALPECIN-PREMIER TECH,13799,526,0,0,OBSERVED_FACT
17,116,L. VERVAEKE,98,SOUDAL QUICK-STEP,13799,526,0,0,OBSERVED_FACT
17,117,F. GANNA,84,NETCOMPANY INEOS CYCLING TEAM,13799,526,0,0,OBSERVED_FACT
17,118,D. GODON,85,NETCOMPANY INEOS CYCLING TEAM,13799,526,0,0,OBSERVED_FACT
17,119,K. VAUQUELIN,88,NETCOMPANY INEOS CYCLING TEAM,13799,526,0,0,OBSERVED_FACT
17,120,Q. PACHER,187,GROUPAMA-FDJ UNITED,13799,526,0,0,OBSERVED_FACT
17,121,R. GREGOIRE,181,GROUPAMA-FDJ UNITED,13799,526,0,0,OBSERVED_FACT
17,122,X. AZPARREN IRURZUN,172,PINARELLO-Q36.5 PRO CYCLING TEAM,13799,526,0,0,OBSERVED_FACT
17,123,L. PLAPP,117,TEAM JAYCO ALULA,13799,526,0,0,OBSERVED_FACT
17,124,L. GERMANI,185,GROUPAMA-FDJ UNITED,13799,526,0,0,OBSERVED_FACT
17,125,S. VELASCO,67,XDS ASTANA TEAM,13799,526,0,0,OBSERVED_FACT
17,126,G. BENNETT,133,NSN CYCLING TEAM,13799,526,0,0,OBSERVED_FACT
17,127,L. DURBRIDGE,113,TEAM JAYCO ALULA,13799,526,0,0,OBSERVED_FACT
17,128,J. PARRA,228,CAJA RURAL-SEGUROS RGA,13799,526,0,0,OBSERVED_FACT
17,129,P. BITTNER,213,TEAM PICNIC POSTNL,13799,526,0,0,OBSERVED_FACT
17,130,J. OTRUBA,227,CAJA RURAL-SEGUROS RGA,13799,526,0,0,OBSERVED_FACT
17,131,S. BERWICK,223,CAJA RURAL-SEGUROS RGA,13799,526,0,0,OBSERVED_FACT
17,132,P. ACKERMANN,112,TEAM JAYCO ALULA,13799,526,0,0,OBSERVED_FACT
17,133,J. ABRAHAMSEN,122,UNO-X MOBILITY,13799,526,0,0,OBSERVED_FACT
17,134,D. VAN BAARLE,95,SOUDAL QUICK-STEP,13799,526,0,0,OBSERVED_FACT
17,135,L. VAN EETVELT,156,LOTTO INTERMARCHE,13799,526,0,0,OBSERVED_FACT
17,136,L. SLOCK,155,LOTTO INTERMARCHE,13799,526,0,0,OBSERVED_FACT
17,137,W. BARGUIL,211,TEAM PICNIC POSTNL,13799,526,0,0,OBSERVED_FACT
17,138,I. IZAGIRRE,161,COFIDIS,13799,526,0,0,OBSERVED_FACT
17,139,S. HIGUITA,61,XDS ASTANA TEAM,13799,526,0,0,OBSERVED_FACT
17,140,N. VINOKUROV,68,XDS ASTANA TEAM,13799,526,0,0,OBSERVED_FACT
17,141,B. VEISTROFFER,157,LOTTO INTERMARCHE,13799,526,0,0,OBSERVED_FACT
17,142,A. KIRSCH,166,COFIDIS,13799,526,0,0,OBSERVED_FACT
17,143,E. COSTIOU,184,GROUPAMA-FDJ UNITED,13826,553,0,0,OBSERVED_FACT
17,144,T. FOSS,83,NETCOMPANY INEOS CYCLING TEAM,13826,553,0,0,OBSERVED_FACT
17,145,B. THOMAS,168,COFIDIS,13831,558,0,0,OBSERVED_FACT
17,146,G. STEINHAUSER,46,EF EDUCATION - EASYPOST,13831,558,0,0,OBSERVED_FACT
17,147,M. STORER,196,TUDOR PRO CYCLING TEAM,13831,558,0,0,OBSERVED_FACT
17,148,V. PARET PEINTRE,93,SOUDAL QUICK-STEP,13840,567,0,0,OBSERVED_FACT
17,149,F. VAN DEN BROEK,218,TEAM PICNIC POSTNL,13880,607,0,0,OBSERVED_FACT
17,150,N. BREUILLARD,202,TOTALENERGIES,13897,624,0,0,OBSERVED_FACT
17,151,P. BAUHAUS,72,BAHRAIN VICTORIOUS,13925,652,0,0,OBSERVED_FACT
17,152,J. VAN DEN BERG,217,TEAM PICNIC POSTNL,13930,657,0,0,OBSERVED_FACT
17,153,D. HOOLE,54,DECATHLON CMA CGM TEAM,13930,657,0,0,OBSERVED_FACT
17,154,M. KANTER,64,XDS ASTANA TEAM,13930,657,0,0,OBSERVED_FACT
17,155,J. STEWART,137,NSN CYCLING TEAM,13930,657,0,0,OBSERVED_FACT
17,156,C. BOL,53,DECATHLON CMA CGM TEAM,13930,657,0,0,OBSERVED_FACT
17,157,D. BALLERINI,62,XDS ASTANA TEAM,13930,657,0,0,OBSERVED_FACT
17,158,J. NICOLAU,225,CAJA RURAL-SEGUROS RGA,13940,667,0,0,OBSERVED_FACT
17,159,M. CORT NIELSEN,124,UNO-X MOBILITY,13940,667,0,0,OBSERVED_FACT
17,160,S. WAERENSKJOLD,128,UNO-X MOBILITY,13965,692,0,0,OBSERVED_FACT
17,161,T. WELLENS,7,UAE TEAM EMIRATES XRG,14869,1596,0,0,OBSERVED_FACT
17,162,A. YATES,8,UAE TEAM EMIRATES XRG,14869,1596,0,0,OBSERVED_FACT
17,163,A. JOHANNESSEN,125,UNO-X MOBILITY,14869,1596,0,0,OBSERVED_FACT
17,164,J. CEPEDA,143,MOVISTAR TEAM,14982,1709,0,0,OBSERVED_FACT
18,1,R. CARAPAZ,41,EF EDUCATION - EASYPOST,15981,0,10,0,OBSERVED_FACT
18,2,M. SCHMID,118,TEAM JAYCO ALULA,16026,45,6,0,OBSERVED_FACT
18,3,M. JORGENSON,16,TEAM VISMA | LEASE A BIKE,16026,45,4,0,OBSERVED_FACT
18,4,V. PARET PEINTRE,93,SOUDAL QUICK-STEP,16055,74,0,0,OBSERVED_FACT
18,5,T. JOHANNESSEN,121,UNO-X MOBILITY,16098,117,0,0,OBSERVED_FACT
18,6,R. GARCIA,144,MOVISTAR TEAM,16113,132,0,0,OBSERVED_FACT
18,7,P. CASTRILLO,142,MOVISTAR TEAM,16251,270,0,0,OBSERVED_FACT
18,8,L. MARTINEZ,71,BAHRAIN VICTORIOUS,16256,275,0,0,OBSERVED_FACT
18,9,R. EVENEPOEL,21,RED BULL - BORA - HANSGROHE,16256,275,0,0,OBSERVED_FACT
18,10,T. PIDCOCK,171,PINARELLO-Q36.5 PRO CYCLING TEAM,16256,275,0,0,OBSERVED_FACT
18,11,J. JEGAT,201,TOTALENERGIES,16256,275,0,0,OBSERVED_FACT
18,12,J. AYUSO,31,LIDL-TREK,16256,275,0,0,OBSERVED_FACT
18,13,T. POGACAR,1,UAE TEAM EMIRATES XRG,16256,275,0,0,OBSERVED_FACT
18,14,M. SKJELMOSE,35,LIDL-TREK,16256,275,0,0,OBSERVED_FACT
18,15,N. PRODHOMME,57,DECATHLON CMA CGM TEAM,16256,275,0,0,OBSERVED_FACT
18,16,P. SEIXAS,51,DECATHLON CMA CGM TEAM,16256,275,0,0,OBSERVED_FACT
18,17,I. DEL TORO,2,UAE TEAM EMIRATES XRG,16256,275,0,0,OBSERVED_FACT
18,18,M. RICCITELLO,58,DECATHLON CMA CGM TEAM,16256,275,0,0,OBSERVED_FACT
18,19,Y. VOISARD,198,TUDOR PRO CYCLING TEAM,16256,275,0,0,OBSERVED_FACT
18,20,J. HINDLEY,24,RED BULL - BORA - HANSGROHE,16260,279,0,0,OBSERVED_FACT
18,21,D. GEE,32,LIDL-TREK,16285,304,0,0,OBSERVED_FACT
18,22,F. ENGELHARDT,114,TEAM JAYCO ALULA,16297,316,0,0,OBSERVED_FACT
18,23,C. VERONA,38,LIDL-TREK,16312,331,0,0,OBSERVED_FACT
18,24,S. HIGUITA,61,XDS ASTANA TEAM,16329,348,0,0,OBSERVED_FACT
18,25,Q. SIMMONS,34,LIDL-TREK,16332,351,0,0,OBSERVED_FACT
18,26,I. VAN WILDER,97,SOUDAL QUICK-STEP,16344,363,0,0,OBSERVED_FACT
18,27,M. VAN GILS,28,RED BULL - BORA - HANSGROHE,16387,406,0,0,OBSERVED_FACT
18,28,G. MARTIN GUYONNET,186,GROUPAMA-FDJ UNITED,16450,469,0,0,OBSERVED_FACT
18,29,D. CARUSO,73,BAHRAIN VICTORIOUS,16450,469,0,0,OBSERVED_FACT
18,30,Q. PACHER,187,GROUPAMA-FDJ UNITED,16477,496,0,0,OBSERVED_FACT
18,31,M. VALGREN,47,EF EDUCATION - EASYPOST,16520,539,0,0,OBSERVED_FACT
18,32,F. GROSSSCHARTNER,3,UAE TEAM EMIRATES XRG,16520,539,0,0,OBSERVED_FACT
18,33,M. CATTANEO,22,RED BULL - BORA - HANSGROHE,16520,539,0,0,OBSERVED_FACT
18,34,N. BREUILLARD,202,TOTALENERGIES,16571,590,0,0,OBSERVED_FACT
18,35,H. TEJADA,65,XDS ASTANA TEAM,16645,664,0,0,OBSERVED_FACT
18,36,A. PARET PEINTRE,56,DECATHLON CMA CGM TEAM,16692,711,0,0,OBSERVED_FACT
18,37,T. BENOOT,52,DECATHLON CMA CGM TEAM,16692,711,0,0,OBSERVED_FACT
18,38,M. MATTHEWS,115,TEAM JAYCO ALULA,16731,750,0,0,OBSERVED_FACT
18,39,R. GREGOIRE,181,GROUPAMA-FDJ UNITED,16743,762,0,0,OBSERVED_FACT
18,40,V. VAN MECHELEN,78,BAHRAIN VICTORIOUS,16751,770,0,0,OBSERVED_FACT
18,41,A. DELETTRE,204,TOTALENERGIES,16777,796,0,0,OBSERVED_FACT
18,42,M. VACEK,37,LIDL-TREK,16777,796,0,0,OBSERVED_FACT
18,43,B. ARMIRAIL,13,TEAM VISMA | LEASE A BIKE,16804,823,0,0,OBSERVED_FACT
18,44,S. KUSS,17,TEAM VISMA | LEASE A BIKE,16804,823,0,0,OBSERVED_FACT
18,45,C. BRAZ AFONSO,183,GROUPAMA-FDJ UNITED,16804,823,0,0,OBSERVED_FACT
18,46,E. RUBIO,148,MOVISTAR TEAM,16828,847,0,0,OBSERVED_FACT
18,47,E. BERNAL,81,NETCOMPANY INEOS CYCLING TEAM,16828,847,0,0,OBSERVED_FACT
18,48,T. ARENSMAN,82,NETCOMPANY INEOS CYCLING TEAM,16828,847,0,0,OBSERVED_FACT
18,49,I. IZAGIRRE,161,COFIDIS,16828,847,0,0,OBSERVED_FACT
18,50,M. LE BERRE,206,TOTALENERGIES,16828,847,0,0,OBSERVED_FACT
18,51,B. O'CONNOR,111,TEAM JAYCO ALULA,16838,857,0,0,OBSERVED_FACT
18,52,A. BAUDIN,43,EF EDUCATION - EASYPOST,16879,898,0,0,OBSERVED_FACT
18,53,J. DELBOVE,203,TOTALENERGIES,16879,898,0,0,OBSERVED_FACT
18,54,M. HIRSCHI,194,TUDOR PRO CYCLING TEAM,16913,932,0,0,OBSERVED_FACT
18,55,A. BALDERSTONE,222,CAJA RURAL-SEGUROS RGA,16935,954,0,0,OBSERVED_FACT
18,56,T. FOSS,83,NETCOMPANY INEOS CYCLING TEAM,16964,983,0,0,OBSERVED_FACT
18,57,M. STORER,196,TUDOR PRO CYCLING TEAM,16964,983,0,0,OBSERVED_FACT
18,58,Q. HERMANS,174,PINARELLO-Q36.5 PRO CYCLING TEAM,16964,983,0,0,OBSERVED_FACT
18,59,M. CORT NIELSEN,124,UNO-X MOBILITY,16964,983,0,0,OBSERVED_FACT
18,60,B. HEALY,44,EF EDUCATION - EASYPOST,16964,983,0,0,OBSERVED_FACT
18,61,K. ASGREEN,42,EF EDUCATION - EASYPOST,17012,1031,0,0,OBSERVED_FACT
18,62,S. QUINN,45,EF EDUCATION - EASYPOST,17012,1031,0,0,OBSERVED_FACT
18,63,C. RUSSO,188,GROUPAMA-FDJ UNITED,17012,1031,0,0,OBSERVED_FACT
18,64,G. BENNETT,133,NSN CYCLING TEAM,17047,1066,0,0,OBSERVED_FACT
18,65,M. FRIGO,134,NSN CYCLING TEAM,17047,1066,0,0,OBSERVED_FACT
18,66,S. BERWICK,223,CAJA RURAL-SEGUROS RGA,17047,1066,0,0,OBSERVED_FACT
18,67,J. OTRUBA,227,CAJA RURAL-SEGUROS RGA,17047,1066,0,0,OBSERVED_FACT
18,68,A. TURGIS,207,TOTALENERGIES,17047,1066,0,0,OBSERVED_FACT
18,69,K. VAUQUELIN,88,NETCOMPANY INEOS CYCLING TEAM,17047,1066,0,0,OBSERVED_FACT
18,70,N. OLIVEIRA,146,MOVISTAR TEAM,17062,1081,0,0,OBSERVED_FACT
18,71,J. STUYVEN,94,SOUDAL QUICK-STEP,17062,1081,0,0,OBSERVED_FACT
18,72,L. VERVAEKE,98,SOUDAL QUICK-STEP,17062,1081,0,0,OBSERVED_FACT
18,73,A. SKAARSETH,126,UNO-X MOBILITY,17090,1109,0,0,OBSERVED_FACT
18,74,J. ROMO,147,MOVISTAR TEAM,17117,1136,0,0,OBSERVED_FACT
18,75,N. POLITT,5,UAE TEAM EMIRATES XRG,17128,1147,0,0,OBSERVED_FACT
18,76,J. ABRAHAMSEN,122,UNO-X MOBILITY,17144,1163,0,0,OBSERVED_FACT
18,77,X. AZPARREN IRURZUN,172,PINARELLO-Q36.5 PRO CYCLING TEAM,17148,1167,0,0,OBSERVED_FACT
18,78,X. MEURISSE,176,PINARELLO-Q36.5 PRO CYCLING TEAM,17182,1201,0,0,OBSERVED_FACT
18,79,B. VAN MOER,177,PINARELLO-Q36.5 PRO CYCLING TEAM,17182,1201,0,0,OBSERVED_FACT
18,80,M. KWIATKOWSKI,86,NETCOMPANY INEOS CYCLING TEAM,17182,1201,0,0,OBSERVED_FACT
18,81,J. TARLING,87,NETCOMPANY INEOS CYCLING TEAM,17182,1201,0,0,OBSERVED_FACT
18,82,W. BARGUIL,211,TEAM PICNIC POSTNL,17182,1201,0,0,OBSERVED_FACT
18,83,R. DHONDT,215,TEAM PICNIC POSTNL,17231,1250,0,0,OBSERVED_FACT
18,84,F. VAN DEN BROEK,218,TEAM PICNIC POSTNL,17231,1250,0,0,OBSERVED_FACT
18,85,L. SLOCK,155,LOTTO INTERMARCHE,17242,1261,0,0,OBSERVED_FACT
18,86,A. TIBERI,77,BAHRAIN VICTORIOUS,17306,1325,0,0,OBSERVED_FACT
18,87,T. SKUJINS,36,LIDL-TREK,17324,1343,0,0,OBSERVED_FACT
18,88,J. TRATNIK,26,RED BULL - BORA - HANSGROHE,17324,1343,0,0,OBSERVED_FACT
18,89,M. PEDERSEN,33,LIDL-TREK,17324,1343,0,0,OBSERVED_FACT
18,90,N. DENZ,23,RED BULL - BORA - HANSGROHE,17324,1343,0,0,OBSERVED_FACT
18,91,A. JOHANNESSEN,125,UNO-X MOBILITY,17324,1343,0,0,OBSERVED_FACT
18,92,R. PLUIMERS,195,TUDOR PRO CYCLING TEAM,17330,1349,0,0,OBSERVED_FACT
18,93,T. GUERNALEC,205,TOTALENERGIES,17462,1481,0,0,OBSERVED_FACT
18,94,S. WAERENSKJOLD,128,UNO-X MOBILITY,17489,1508,0,0,OBSERVED_FACT
18,95,M. VAN DER POEL,101,ALPECIN-PREMIER TECH,17501,1520,0,0,OBSERVED_FACT
18,96,E. VERSTRYNGE,108,ALPECIN-PREMIER TECH,17501,1520,0,0,OBSERVED_FACT
18,97,D. PIGANZOLI,18,TEAM VISMA | LEASE A BIKE,17501,1520,0,0,OBSERVED_FACT
18,98,L. DURBRIDGE,113,TEAM JAYCO ALULA,17512,1531,0,0,OBSERVED_FACT
18,99,D. HOOLE,54,DECATHLON CMA CGM TEAM,17550,1569,0,0,OBSERVED_FACT
18,100,J. CEPEDA,143,MOVISTAR TEAM,17617,1636,0,0,OBSERVED_FACT
18,101,D. HOWSON,175,PINARELLO-Q36.5 PRO CYCLING TEAM,17681,1700,0,0,OBSERVED_FACT
18,102,A. YATES,8,UAE TEAM EMIRATES XRG,17716,1735,0,0,OBSERVED_FACT
18,103,V. CAMPENAERTS,14,TEAM VISMA | LEASE A BIKE,17893,1912,0,0,OBSERVED_FACT
18,104,P. EENKHOORN,92,SOUDAL QUICK-STEP,17893,1912,0,0,OBSERVED_FACT
18,105,N. MÄRKL,216,TEAM PICNIC POSTNL,17893,1912,0,0,OBSERVED_FACT
18,106,P. ACKERMANN,112,TEAM JAYCO ALULA,17893,1912,0,0,OBSERVED_FACT
18,107,J. NICOLAU,225,CAJA RURAL-SEGUROS RGA,17893,1912,0,0,OBSERVED_FACT
18,108,G. ZIMMERMANN,158,LOTTO INTERMARCHE,17893,1912,0,0,OBSERVED_FACT
18,109,T. MARSMAN,104,ALPECIN-PREMIER TECH,17893,1912,0,0,OBSERVED_FACT
18,110,S. DILLIER,103,ALPECIN-PREMIER TECH,17893,1912,0,0,OBSERVED_FACT
18,111,G. STEINHAUSER,46,EF EDUCATION - EASYPOST,17893,1912,0,0,OBSERVED_FACT
18,112,D. VAN BAARLE,95,SOUDAL QUICK-STEP,17893,1912,0,0,OBSERVED_FACT
18,113,F. VERMEERSCH,6,UAE TEAM EMIRATES XRG,17893,1912,0,0,OBSERVED_FACT
18,114,A. GATE,63,XDS ASTANA TEAM,17893,1912,0,0,OBSERVED_FACT
18,115,M. MOHORIC,75,BAHRAIN VICTORIOUS,17893,1912,0,0,OBSERVED_FACT
18,116,P. BAUHAUS,72,BAHRAIN VICTORIOUS,17893,1912,0,0,OBSERVED_FACT
18,117,L. GERMANI,185,GROUPAMA-FDJ UNITED,17893,1912,0,0,OBSERVED_FACT
18,118,J. RICKAERT,107,ALPECIN-PREMIER TECH,17893,1912,0,0,OBSERVED_FACT
18,119,S. OLDANI,226,CAJA RURAL-SEGUROS RGA,17893,1912,0,0,OBSERVED_FACT
18,120,T. VAN DIJKE,27,RED BULL - BORA - HANSGROHE,17893,1912,0,0,OBSERVED_FACT
18,121,A. ARANBURU,163,COFIDIS,17893,1912,0,0,OBSERVED_FACT
18,122,F. GANNA,84,NETCOMPANY INEOS CYCLING TEAM,17893,1912,0,0,OBSERVED_FACT
18,123,E. AFFINI,12,TEAM VISMA | LEASE A BIKE,17893,1912,0,0,OBSERVED_FACT
