stage_number,rank,rider,bib,team,finish_time_s,gap_s,bonus_s,penalty_s,status
10,104,A. GATE,63,XDS ASTANA TEAM,16459,2171,0,0,OBSERVED_FACT
10,105,A. ARANBURU,163,COFIDIS,16459,2171,0,0,OBSERVED_FACT
10,106,K. ASGREEN,42,EF EDUCATION - EASYPOST,16459,2171,0,0,OBSERVED_FACT
10,107,F. WRIGHT,178,PINARELLO-Q36.5 PRO CYCLING TEAM,16459,2171,0,0,OBSERVED_FACT
10,108,M. FRIGO,134,NSN CYCLING TEAM,16459,2171,0,0,OBSERVED_FACT
10,109,G. MARTIN GUYONNET,186,GROUPAMA-FDJ UNITED,16459,2171,0,0,OBSERVED_FACT
10,110,M. VAN DER POEL,101,ALPECIN-PREMIER TECH,16459,2171,0,0,OBSERVED_FACT
10,111,M. PEDERSEN,33,LIDL-TREK,16459,2171,0,0,OBSERVED_FACT
10,112,M. VACEK,37,LIDL-TREK,16459,2171,0,0,OBSERVED_FACT
10,113,P. HAGENES,15,TEAM VISMA | LEASE A BIKE,16459,2171,0,0,OBSERVED_FACT
10,114,F. VERMEERSCH,6,UAE TEAM EMIRATES XRG,16459,2171,0,0,OBSERVED_FACT
10,115,T. VAN DIJKE,27,RED BULL - BORA - HANSGROHE,16459,2171,0,0,OBSERVED_FACT
10,116,E. VERSTRYNGE,108,ALPECIN-PREMIER TECH,16459,2171,0,0,OBSERVED_FACT
10,117,N. DENZ,23,RED BULL - BORA - HANSGROHE,16459,2171,0,0,OBSERVED_FACT
10,118,L. DURBRIDGE,113,TEAM JAYCO ALULA,16459,2171,0,0,OBSERVED_FACT
10,119,F. GANNA,84,NETCOMPANY INEOS CYCLING TEAM,16477,2189,0,0,OBSERVED_FACT
10,120,E. AFFINI,12,TEAM VISMA | LEASE A BIKE,16477,2189,0,0,OBSERVED_FACT
10,121,S. VELASCO,67,XDS ASTANA TEAM,16477,2189,0,0,OBSERVED_FACT
10,122,A. DELETTRE,204,TOTALENERGIES,16477,2189,0,0,OBSERVED_FACT
10,123,M. HALLER,193,TUDOR PRO CYCLING TEAM,16477,2189,0,0,OBSERVED_FACT
10,124,J. NICOLAU,225,CAJA RURAL-SEGUROS RGA,16477,2189,0,0,OBSERVED_FACT
10,125,J. OTRUBA,227,CAJA RURAL-SEGUROS RGA,16477,2189,0,0,OBSERVED_FACT
10,126,M. CORT NIELSEN,124,UNO-X MOBILITY,16477,2189,0,0,OBSERVED_FACT
10,127,F. VAN DEN BROEK,218,TEAM PICNIC POSTNL,16477,2189,0,0,OBSERVED_FACT
10,128,R. STANNARD,76,BAHRAIN VICTORIOUS,16477,2189,0,0,OBSERVED_FACT
10,129,B. THOMAS,168,COFIDIS,16487,2199,0,0,OBSERVED_FACT
10,130,G. BENNETT,133,NSN CYCLING TEAM,16498,2210,0,0,OBSERVED_FACT
10,131,M. MOHORIC,75,BAHRAIN VICTORIOUS,16498,2210,0,0,OBSERVED_FACT
10,132,M. KWIATKOWSKI,86,NETCOMPANY INEOS CYCLING TEAM,16537,2249,0,0,OBSERVED_FACT
10,133,J. TARLING,87,NETCOMPANY INEOS CYCLING TEAM,16537,2249,0,0,OBSERVED_FACT
10,134,J. ALAPHILIPPE,191,TUDOR PRO CYCLING TEAM,16572,2284,0,0,OBSERVED_FACT
10,135,N. OLIVEIRA,146,MOVISTAR TEAM,16572,2284,0,0,OBSERVED_FACT
10,136,V. CAMPENAERTS,14,TEAM VISMA | LEASE A BIKE,16578,2290,0,0,OBSERVED_FACT
10,137,J. BERCKMOES,153,LOTTO INTERMARCHE,16578,2290,0,0,OBSERVED_FACT
10,138,M. STORER,196,TUDOR PRO CYCLING TEAM,16578,2290,0,0,OBSERVED_FACT
10,139,J. RICKAERT,107,ALPECIN-PREMIER TECH,16612,2324,0,0,OBSERVED_FACT
10,140,H. ARTZ,152,LOTTO INTERMARCHE,16622,2334,0,0,OBSERVED_FACT
10,141,P. BITTNER,213,TEAM PICNIC POSTNL,16639,2351,0,0,OBSERVED_FACT
10,142,N. MÄRKL,216,TEAM PICNIC POSTNL,16639,2351,0,0,OBSERVED_FACT
10,143,P. ACKERMANN,112,TEAM JAYCO ALULA,16639,2351,0,0,OBSERVED_FACT
10,144,J. DEGENKOLB,214,TEAM PICNIC POSTNL,16639,2351,0,0,OBSERVED_FACT
10,145,F. BIESTERBOS,212,TEAM PICNIC POSTNL,16639,2351,0,0,OBSERVED_FACT
10,146,K. NEILANDS,136,NSN CYCLING TEAM,16639,2351,0,0,OBSERVED_FACT
10,147,G. STEINHAUSER,46,EF EDUCATION - EASYPOST,16639,2351,0,0,OBSERVED_FACT
10,148,M. LOUVEL,135,NSN CYCLING TEAM,16660,2372,0,0,OBSERVED_FACT
10,149,T. VAN ASBROECK,138,NSN CYCLING TEAM,16660,2372,0,0,OBSERVED_FACT
10,150,K. GRADEK,74,BAHRAIN VICTORIOUS,16680,2392,0,0,OBSERVED_FACT
10,151,M. KANTER,64,XDS ASTANA TEAM,16697,2409,0,0,OBSERVED_FACT
10,152,S. DILLIER,103,ALPECIN-PREMIER TECH,16697,2409,0,0,OBSERVED_FACT
10,153,P. ALLEGAERT,162,COFIDIS,16697,2409,0,0,OBSERVED_FACT
10,154,E. PLANCKAERT,106,ALPECIN-PREMIER TECH,16697,2409,0,0,OBSERVED_FACT
10,155,J. VAN DEN BERG,217,TEAM PICNIC POSTNL,16697,2409,0,0,OBSERVED_FACT
10,156,O. KOOIJ,55,DECATHLON CMA CGM TEAM,16709,2421,0,0,OBSERVED_FACT
10,157,D. HOOLE,54,DECATHLON CMA CGM TEAM,16709,2421,0,0,OBSERVED_FACT
10,158,J. STEWART,137,NSN CYCLING TEAM,16711,2423,0,0,OBSERVED_FACT
10,159,T. MARSMAN,104,ALPECIN-PREMIER TECH,16714,2426,0,0,OBSERVED_FACT
10,160,J. PHILIPSEN,105,ALPECIN-PREMIER TECH,16714,2426,0,0,OBSERVED_FACT
10,161,M. FRETIN,165,COFIDIS,16714,2426,0,0,OBSERVED_FACT
10,162,J. BIERMANS,164,COFIDIS,16714,2426,0,0,OBSERVED_FACT
10,163,C. BOL,53,DECATHLON CMA CGM TEAM,16714,2426,0,0,OBSERVED_FACT
10,164,D. BALLERINI,62,XDS ASTANA TEAM,16714,2426,0,0,OBSERVED_FACT
10,165,B. GIRMAY,131,NSN CYCLING TEAM,16714,2426,0,0,OBSERVED_FACT
10,166,L. ASKEY,132,NSN CYCLING TEAM,16714,2426,0,0,OBSERVED_FACT
10,167,R. DHONDT,215,TEAM PICNIC POSTNL,16714,2426,0,0,OBSERVED_FACT
10,168,D. VAN BAARLE,95,SOUDAL QUICK-STEP,16789,2501,0,0,OBSERVED_FACT
10,169,P. EENKHOORN,92,SOUDAL QUICK-STEP,16789,2501,0,0,OBSERVED_FACT
10,170,T. MERLIER,91,SOUDAL QUICK-STEP,16789,2501,0,0,OBSERVED_FACT
10,171,F. GAVIRIA,221,CAJA RURAL-SEGUROS RGA,16789,2501,0,0,OBSERVED_FACT
10,172,S. BERWICK,223,CAJA RURAL-SEGUROS RGA,16789,2501,0,0,OBSERVED_FACT
10,173,B. VEISTROFFER,157,LOTTO INTERMARCHE,16789,2501,0,0,OBSERVED_FACT
10,174,P. BAUHAUS,72,BAHRAIN VICTORIOUS,16789,2501,0,0,OBSERVED_FACT
10,175,S. WAERENSKJOLD,128,UNO-X MOBILITY,16793,2505,0,0,OBSERVED_FACT
11,1,S. WAERENSKJOLD,128,UNO-X MOBILITY,11406,0,10,0,OBSERVED_FACT
11,2,O. KOOIJ,55,DECATHLON CMA CGM TEAM,11406,0,6,0,OBSERVED_FACT
11,3,J. PHILIPSEN,105,ALPECIN-PREMIER TECH,11406,0,4,0,OBSERVED_FACT
11,4,M. FRETIN,165,COFIDIS,11406,0,0,0,OBSERVED_FACT
11,5,H. ARTZ,152,LOTTO INTERMARCHE,11406,0,0,0,OBSERVED_FACT
11,6,B. GIRMAY,131,NSN CYCLING TEAM,11406,0,0,0,OBSERVED_FACT
11,7,A. TURGIS,207,TOTALENERGIES,11406,0,0,0,OBSERVED_FACT
11,8,C. RUSSO,188,GROUPAMA-FDJ UNITED,11406,0,0,0,OBSERVED_FACT
11,9,F. GAVIRIA,221,CAJA RURAL-SEGUROS RGA,11406,0,0,0,OBSERVED_FACT
11,10,P. ACKERMANN,112,TEAM JAYCO ALULA,11406,0,0,0,OBSERVED_FACT
11,11,M. PEDERSEN,33,LIDL-TREK,11406,0,0,0,OBSERVED_FACT
11,12,R. PLUIMERS,195,TUDOR PRO CYCLING TEAM,11406,0,0,0,OBSERVED_FACT
11,13,J. BERCKMOES,153,LOTTO INTERMARCHE,11406,0,0,0,OBSERVED_FACT
11,14,S. OLDANI,226,CAJA RURAL-SEGUROS RGA,11406,0,0,0,OBSERVED_FACT
11,15,T. MERLIER,91,SOUDAL QUICK-STEP,11406,0,0,0,OBSERVED_FACT
11,16,J. BIERMANS,164,COFIDIS,11406,0,0,0,OBSERVED_FACT
11,17,F. WRIGHT,178,PINARELLO-Q36.5 PRO CYCLING TEAM,11406,0,0,0,OBSERVED_FACT
11,18,M. KANTER,64,XDS ASTANA TEAM,11406,0,0,0,OBSERVED_FACT
11,19,M. CORT NIELSEN,124,UNO-X MOBILITY,11406,0,0,0,OBSERVED_FACT
11,20,K. ASGREEN,42,EF EDUCATION - EASYPOST,11406,0,0,0,OBSERVED_FACT
11,21,D. GODON,85,NETCOMPANY INEOS CYCLING TEAM,11406,0,0,0,OBSERVED_FACT
11,22,L. SLOCK,155,LOTTO INTERMARCHE,11406,0,0,0,OBSERVED_FACT
11,23,P. BITTNER,213,TEAM PICNIC POSTNL,11406,0,0,0,OBSERVED_FACT
11,24,P. BAUHAUS,72,BAHRAIN VICTORIOUS,11406,0,0,0,OBSERVED_FACT
11,25,A. GATE,63,XDS ASTANA TEAM,11406,0,0,0,OBSERVED_FACT
11,26,D. BALLERINI,62,XDS ASTANA TEAM,11406,0,0,0,OBSERVED_FACT
11,27,J. STEWART,137,NSN CYCLING TEAM,11406,0,0,0,OBSERVED_FACT
11,28,P. ALLEGAERT,162,COFIDIS,11406,0,0,0,OBSERVED_FACT
11,29,C. BOL,53,DECATHLON CMA CGM TEAM,11406,0,0,0,OBSERVED_FACT
11,30,M. KWIATKOWSKI,86,NETCOMPANY INEOS CYCLING TEAM,11406,0,0,0,OBSERVED_FACT
11,31,K. GRADEK,74,BAHRAIN VICTORIOUS,11406,0,0,0,OBSERVED_FACT
11,32,M. TEUNISSEN,66,XDS ASTANA TEAM,11406,0,0,0,OBSERVED_FACT
11,33,X. MEURISSE,176,PINARELLO-Q36.5 PRO CYCLING TEAM,11406,0,0,0,OBSERVED_FACT
11,34,A. DELETTRE,204,TOTALENERGIES,11406,0,0,0,OBSERVED_FACT
11,35,T. PIDCOCK,171,PINARELLO-Q36.5 PRO CYCLING TEAM,11406,0,0,0,OBSERVED_FACT
11,36,R. DEBRUYNE,102,ALPECIN-PREMIER TECH,11406,0,0,0,OBSERVED_FACT
11,37,M. VACEK,37,LIDL-TREK,11406,0,0,0,OBSERVED_FACT
11,38,N. MÄRKL,216,TEAM PICNIC POSTNL,11406,0,0,0,OBSERVED_FACT
11,39,J. TARLING,87,NETCOMPANY INEOS CYCLING TEAM,11406,0,0,0,OBSERVED_FACT
11,40,N. POLITT,5,UAE TEAM EMIRATES XRG,11406,0,0,0,OBSERVED_FACT
11,41,B. MCNULTY,4,UAE TEAM EMIRATES XRG,11406,0,0,0,OBSERVED_FACT
11,42,F. VERMEERSCH,6,UAE TEAM EMIRATES XRG,11406,0,0,0,OBSERVED_FACT
11,43,T. JOHANNESSEN,121,UNO-X MOBILITY,11406,0,0,0,OBSERVED_FACT
11,44,L. VERVAEKE,98,SOUDAL QUICK-STEP,11406,0,0,0,OBSERVED_FACT
11,45,F. BIESTERBOS,212,TEAM PICNIC POSTNL,11406,0,0,0,OBSERVED_FACT
11,46,R. EVENEPOEL,21,RED BULL - BORA - HANSGROHE,11406,0,0,0,OBSERVED_FACT
11,47,J. STUYVEN,94,SOUDAL QUICK-STEP,11406,0,0,0,OBSERVED_FACT
11,48,T. POGACAR,1,UAE TEAM EMIRATES XRG,11406,0,0,0,OBSERVED_FACT
11,49,I. DEL TORO,2,UAE TEAM EMIRATES XRG,11406,0,0,0,OBSERVED_FACT
11,50,E. BERNAL,81,NETCOMPANY INEOS CYCLING TEAM,11406,0,0,0,OBSERVED_FACT
11,51,M. SCHMID,118,TEAM JAYCO ALULA,11406,0,0,0,OBSERVED_FACT
11,52,M. LOUVEL,135,NSN CYCLING TEAM,11406,0,0,0,OBSERVED_FACT
11,53,T. SKUJINS,36,LIDL-TREK,11406,0,0,0,OBSERVED_FACT
11,54,Y. VOISARD,198,TUDOR PRO CYCLING TEAM,11406,0,0,0,OBSERVED_FACT
11,55,R. STANNARD,76,BAHRAIN VICTORIOUS,11406,0,0,0,OBSERVED_FACT
11,56,H. PAGE,167,COFIDIS,11406,0,0,0,OBSERVED_FACT
11,57,N. PRODHOMME,57,DECATHLON CMA CGM TEAM,11406,0,0,0,OBSERVED_FACT
11,58,E. COSTIOU,184,GROUPAMA-FDJ UNITED,11406,0,0,0,OBSERVED_FACT
11,59,J. AYUSO,31,LIDL-TREK,11406,0,0,0,OBSERVED_FACT
11,60,E. AFFINI,12,TEAM VISMA | LEASE A BIKE,11406,0,0,0,OBSERVED_FACT
11,61,M. SKJELMOSE,35,LIDL-TREK,11406,0,0,0,OBSERVED_FACT
11,62,J. VAN DEN BERG,217,TEAM PICNIC POSTNL,11406,0,0,0,OBSERVED_FACT
11,63,P. SEIXAS,51,DECATHLON CMA CGM TEAM,11406,0,0,0,OBSERVED_FACT
11,64,B. VAN MOER,177,PINARELLO-Q36.5 PRO CYCLING TEAM,11406,0,0,0,OBSERVED_FACT
11,65,I. VAN WILDER,97,SOUDAL QUICK-STEP,11406,0,0,0,OBSERVED_FACT
11,66,J. VINGEGAARD,11,TEAM VISMA | LEASE A BIKE,11406,0,0,0,OBSERVED_FACT
11,67,R. CARAPAZ,41,EF EDUCATION - EASYPOST,11406,0,0,0,OBSERVED_FACT
11,68,B. ARMIRAIL,13,TEAM VISMA | LEASE A BIKE,11406,0,0,0,OBSERVED_FACT
11,69,M. CATTANEO,22,RED BULL - BORA - HANSGROHE,11406,0,0,0,OBSERVED_FACT
11,70,T. MARSMAN,104,ALPECIN-PREMIER TECH,11406,0,0,0,OBSERVED_FACT
11,71,M. VAN DER POEL,101,ALPECIN-PREMIER TECH,11406,0,0,0,OBSERVED_FACT
11,72,T. ARENSMAN,82,NETCOMPANY INEOS CYCLING TEAM,11406,0,0,0,OBSERVED_FACT
11,73,R. GREGOIRE,181,GROUPAMA-FDJ UNITED,11406,0,0,0,OBSERVED_FACT
11,74,M. HALLER,193,TUDOR PRO CYCLING TEAM,11406,0,0,0,OBSERVED_FACT
11,75,P. HAGENES,15,TEAM VISMA | LEASE A BIKE,11406,0,0,0,OBSERVED_FACT
11,76,J. ABRAHAMSEN,122,UNO-X MOBILITY,11406,0,0,0,OBSERVED_FACT
11,77,F. LIPOWITZ,25,RED BULL - BORA - HANSGROHE,11406,0,0,0,OBSERVED_FACT
11,78,D. PIGANZOLI,18,TEAM VISMA | LEASE A BIKE,11406,0,0,0,OBSERVED_FACT
11,79,N. DENZ,23,RED BULL - BORA - HANSGROHE,11406,0,0,0,OBSERVED_FACT
11,80,L. GERMANI,185,GROUPAMA-FDJ UNITED,11406,0,0,0,OBSERVED_FACT
11,81,T. BENOOT,52,DECATHLON CMA CGM TEAM,11406,0,0,0,OBSERVED_FACT
11,82,K. NEILANDS,136,NSN CYCLING TEAM,11406,0,0,0,OBSERVED_FACT
11,83,Q. HERMANS,174,PINARELLO-Q36.5 PRO CYCLING TEAM,11406,0,0,0,OBSERVED_FACT
11,84,M. VERCHER,208,TOTALENERGIES,11406,0,0,0,OBSERVED_FACT
11,85,C. BRAZ AFONSO,183,GROUPAMA-FDJ UNITED,11406,0,0,0,OBSERVED_FACT
11,86,A. PARET PEINTRE,56,DECATHLON CMA CGM TEAM,11406,0,0,0,OBSERVED_FACT
11,87,Q. SIMMONS,34,LIDL-TREK,11406,0,0,0,OBSERVED_FACT
11,88,P. CASTRILLO,142,MOVISTAR TEAM,11406,0,0,0,OBSERVED_FACT
11,89,Q. PACHER,187,GROUPAMA-FDJ UNITED,11406,0,0,0,OBSERVED_FACT
11,90,S. QUINN,45,EF EDUCATION - EASYPOST,11406,0,0,0,OBSERVED_FACT
11,91,R. GARCIA,144,MOVISTAR TEAM,11406,0,0,0,OBSERVED_FACT
11,92,K. VAUQUELIN,88,NETCOMPANY INEOS CYCLING TEAM,11406,0,0,0,OBSERVED_FACT
11,93,S. KUSS,17,TEAM VISMA | LEASE A BIKE,11406,0,0,0,OBSERVED_FACT
11,94,E. PLANCKAERT,106,ALPECIN-PREMIER TECH,11406,0,0,0,OBSERVED_FACT
11,95,J. RICKAERT,107,ALPECIN-PREMIER TECH,11406,0,0,0,OBSERVED_FACT
11,96,A. YATES,8,UAE TEAM EMIRATES XRG,11406,0,0,0,OBSERVED_FACT
11,97,T. GUERNALEC,205,TOTALENERGIES,11406,0,0,0,OBSERVED_FACT
11,98,J. ROMO,147,MOVISTAR TEAM,11406,0,0,0,OBSERVED_FACT
11,99,J. JEGAT,201,TOTALENERGIES,11406,0,0,0,OBSERVED_FACT
11,100,J. PARRA,228,CAJA RURAL-SEGUROS RGA,11406,0,0,0,OBSERVED_FACT
11,101,J. DELBOVE,203,TOTALENERGIES,11406,0,0,0,OBSERVED_FACT
11,102,D. CARUSO,73,BAHRAIN VICTORIOUS,11406,0,0,0,OBSERVED_FACT
11,103,C. VERONA,38,LIDL-TREK,11406,0,0,0,OBSERVED_FACT
11,104,E. RUBIO,148,MOVISTAR TEAM,11406,0,0,0,OBSERVED_FACT
11,105,L. MARTINEZ,71,BAHRAIN VICTORIOUS,11406,0,0,0,OBSERVED_FACT
11,106,A. SKAARSETH,126,UNO-X MOBILITY,11406,0,0,0,OBSERVED_FACT
11,107,A. TIBERI,77,BAHRAIN VICTORIOUS,11406,0,0,0,OBSERVED_FACT
11,108,G. MARTIN GUYONNET,186,GROUPAMA-FDJ UNITED,11406,0,0,0,OBSERVED_FACT
11,109,F. GROSSSCHARTNER,3,UAE TEAM EMIRATES XRG,11406,0,0,0,OBSERVED_FACT
11,110,M. RICCITELLO,58,DECATHLON CMA CGM TEAM,11406,0,0,0,OBSERVED_FACT
11,111,T. VAN DIJKE,27,RED BULL - BORA - HANSGROHE,11406,0,0,0,OBSERVED_FACT
11,112,A. JOHANNESSEN,125,UNO-X MOBILITY,11406,0,0,0,OBSERVED_FACT
11,113,A. BALDERSTONE,222,CAJA RURAL-SEGUROS RGA,11406,0,0,0,OBSERVED_FACT
11,114,M. VAN GILS,28,RED BULL - BORA - HANSGROHE,11406,0,0,0,OBSERVED_FACT
11,115,M. VALGREN,47,EF EDUCATION - EASYPOST,11406,0,0,0,OBSERVED_FACT
11,116,M. MOHORIC,75,BAHRAIN VICTORIOUS,11406,0,0,0,OBSERVED_FACT
11,117,B. VEISTROFFER,157,LOTTO INTERMARCHE,11406,0,0,0,OBSERVED_FACT
11,118,D. GEE,32,LIDL-TREK,11406,0,0,0,OBSERVED_FACT
11,119,W. BARGUIL,211,TEAM PICNIC POSTNL,11406,0,0,0,OBSERVED_FACT
11,120,J. DEGENKOLB,214,TEAM PICNIC POSTNL,11435,29,0,0,OBSERVED_FACT
11,121,L. VAN EETVELT,156,LOTTO INTERMARCHE,11439,33,0,0,OBSERVED_FACT
11,122,T. WELLENS,7,UAE TEAM EMIRATES XRG,11439,33,0,0,OBSERVED_FACT
11,123,D. HOOLE,54,DECATHLON CMA CGM TEAM,11442,36,0,0,OBSERVED_FACT
11,124,F. ENGELHARDT,114,TEAM JAYCO ALULA,11442,36,0,0,OBSERVED_FACT
11,125,M. MATTHEWS,115,TEAM JAYCO ALULA,11442,36,0,0,OBSERVED_FACT
11,126,V. CAMPENAERTS,14,TEAM VISMA | LEASE A BIKE,11442,36,0,0,OBSERVED_FACT
11,127,M. HIRSCHI,194,TUDOR PRO CYCLING TEAM,11442,36,0,0,OBSERVED_FACT
11,128,M. FRIGO,134,NSN CYCLING TEAM,11442,36,0,0,OBSERVED_FACT
11,129,A. KIRSCH,166,COFIDIS,11442,36,0,0,OBSERVED_FACT
11,130,F. GANNA,84,NETCOMPANY INEOS CYCLING TEAM,11442,36,0,0,OBSERVED_FACT
11,131,J. CEPEDA,143,MOVISTAR TEAM,11442,36,0,0,OBSERVED_FACT
11,132,M. HEßMANN,145,MOVISTAR TEAM,11442,36,0,0,OBSERVED_FACT
11,133,J. HINDLEY,24,RED BULL - BORA - HANSGROHE,11442,36,0,0,OBSERVED_FACT
11,134,D. HOWSON,175,PINARELLO-Q36.5 PRO CYCLING TEAM,11442,36,0,0,OBSERVED_FACT
11,135,J. OTRUBA,227,CAJA RURAL-SEGUROS RGA,11442,36,0,0,OBSERVED_FACT
11,136,S. VELASCO,67,XDS ASTANA TEAM,11442,36,0,0,OBSERVED_FACT
11,137,T. VAN ASBROECK,138,NSN CYCLING TEAM,11442,36,0,0,OBSERVED_FACT
11,138,L. ASKEY,132,NSN CYCLING TEAM,11442,36,0,0,OBSERVED_FACT
11,139,T. FOSS,83,NETCOMPANY INEOS CYCLING TEAM,11442,36,0,0,OBSERVED_FACT
11,140,L. DURBRIDGE,113,TEAM JAYCO ALULA,11442,36,0,0,OBSERVED_FACT
11,141,V. PARET PEINTRE,93,SOUDAL QUICK-STEP,11442,36,0,0,OBSERVED_FACT
11,142,S. DILLIER,103,ALPECIN-PREMIER TECH,11442,36,0,0,OBSERVED_FACT
11,143,G. STEINHAUSER,46,EF EDUCATION - EASYPOST,11442,36,0,0,OBSERVED_FACT
11,144,A. BAUDIN,43,EF EDUCATION - EASYPOST,11442,36,0,0,OBSERVED_FACT
11,145,J. NICOLAU,225,CAJA RURAL-SEGUROS RGA,11442,36,0,0,OBSERVED_FACT
11,146,L. PLAPP,117,TEAM JAYCO ALULA,11442,36,0,0,OBSERVED_FACT
11,147,A. CHARMIG,123,UNO-X MOBILITY,11442,36,0,0,OBSERVED_FACT
11,148,L. CRAPS,154,LOTTO INTERMARCHE,11442,36,0,0,OBSERVED_FACT
11,149,E. VERSTRYNGE,108,ALPECIN-PREMIER TECH,11442,36,0,0,OBSERVED_FACT
11,150,I. IZAGIRRE,161,COFIDIS,11442,36,0,0,OBSERVED_FACT
11,151,N. OLIVEIRA,146,MOVISTAR TEAM,11442,36,0,0,OBSERVED_FACT
11,152,J. TRATNIK,26,RED BULL - BORA - HANSGROHE,11442,36,0,0,OBSERVED_FACT
11,153,B. THOMAS,168,COFIDIS,11442,36,0,0,OBSERVED_FACT
11,154,B. O'CONNOR,111,TEAM JAYCO ALULA,11466,60,0,0,OBSERVED_FACT
11,155,R. DHONDT,215,TEAM PICNIC POSTNL,11466,60,0,0,OBSERVED_FACT
11,156,A. ARANBURU,163,COFIDIS,11466,60,0,0,OBSERVED_FACT
11,157,X. AZPARREN IRURZUN,172,PINARELLO-Q36.5 PRO CYCLING TEAM,11466,60,0,0,OBSERVED_FACT
11,158,S. HIGUITA,61,XDS ASTANA TEAM,11466,60,0,0,OBSERVED_FACT
11,159,M. WALKER,48,EF EDUCATION - EASYPOST,11466,60,0,0,OBSERVED_FACT
11,160,B. HEALY,44,EF EDUCATION - EASYPOST,11466,60,0,0,OBSERVED_FACT
11,161,M. LE BERRE,206,TOTALENERGIES,11466,60,0,0,OBSERVED_FACT
11,162,N. BREUILLARD,202,TOTALENERGIES,11511,105,0,0,OBSERVED_FACT
11,163,V. VAN MECHELEN,78,BAHRAIN VICTORIOUS,11520,114,0,0,OBSERVED_FACT
11,164,M. JORGENSON,16,TEAM VISMA | LEASE A BIKE,11538,132,0,0,OBSERVED_FACT
11,165,F. VAN DEN BROEK,218,TEAM PICNIC POSTNL,11538,132,0,0,OBSERVED_FACT
11,166,S. BERWICK,223,CAJA RURAL-SEGUROS RGA,11538,132,0,0,OBSERVED_FACT
11,167,H. TEJADA,65,XDS ASTANA TEAM,11562,156,0,0,OBSERVED_FACT
11,168,M. STORER,196,TUDOR PRO CYCLING TEAM,11562,156,0,0,OBSERVED_FACT
11,169,N. VINOKUROV,68,XDS ASTANA TEAM,11602,196,0,0,OBSERVED_FACT
11,170,D. VAN BAARLE,95,SOUDAL QUICK-STEP,11651,245,0,0,OBSERVED_FACT
11,171,G. BENNETT,133,NSN CYCLING TEAM,11795,389,0,0,OBSERVED_FACT
11,172,P. EENKHOORN,92,SOUDAL QUICK-STEP,11795,389,0,0,OBSERVED_FACT
11,173,G. ZIMMERMANN,158,LOTTO INTERMARCHE,11862,456,0,0,OBSERVED_FACT
11,174,J. ALAPHILIPPE,191,TUDOR PRO CYCLING TEAM,11862,456,0,0,OBSERVED_FACT
12,1,T. MERLIER,91,SOUDAL QUICK-STEP,13133,0,10,0,OBSERVED_FACT
12,2,O. KOOIJ,55,DECATHLON CMA CGM TEAM,13133,0,6,0,OBSERVED_FACT
12,3,J. PHILIPSEN,105,ALPECIN-PREMIER TECH,13133,0,4,0,OBSERVED_FACT
12,4,B. GIRMAY,131,NSN CYCLING TEAM,13133,0,0,0,OBSERVED_FACT
12,5,M. FRETIN,165,COFIDIS,13133,0,0,0,OBSERVED_FACT
12,6,A. TURGIS,207,TOTALENERGIES,13133,0,0,0,OBSERVED_FACT
12,7,M. KANTER,64,XDS ASTANA TEAM,13133,0,0,0,OBSERVED_FACT
12,8,C. RUSSO,188,GROUPAMA-FDJ UNITED,13133,0,0,0,OBSERVED_FACT
12,9,M. PEDERSEN,33,LIDL-TREK,13133,0,0,0,OBSERVED_FACT
12,10,H. ARTZ,152,LOTTO INTERMARCHE,13133,0,0,0,OBSERVED_FACT
12,11,R. PLUIMERS,195,TUDOR PRO CYCLING TEAM,13133,0,0,0,OBSERVED_FACT
12,12,F. WRIGHT,178,PINARELLO-Q36.5 PRO CYCLING TEAM,13133,0,0,0,OBSERVED_FACT
12,13,J. BIERMANS,164,COFIDIS,13133,0,0,0,OBSERVED_FACT
12,14,M. VAN DER POEL,101,ALPECIN-PREMIER TECH,13133,0,0,0,OBSERVED_FACT
12,15,P. ACKERMANN,112,TEAM JAYCO ALULA,13133,0,0,0,OBSERVED_FACT
12,16,J. STUYVEN,94,SOUDAL QUICK-STEP,13133,0,0,0,OBSERVED_FACT
12,17,F. VERMEERSCH,6,UAE TEAM EMIRATES XRG,13133,0,0,0,OBSERVED_FACT
12,18,R. EVENEPOEL,21,RED BULL - BORA - HANSGROHE,13133,0,0,0,OBSERVED_FACT
12,19,K. ASGREEN,42,EF EDUCATION - EASYPOST,13133,0,0,0,OBSERVED_FACT
12,20,R. STANNARD,76,BAHRAIN VICTORIOUS,13133,0,0,0,OBSERVED_FACT
12,21,A. PARET PEINTRE,56,DECATHLON CMA CGM TEAM,13133,0,0,0,OBSERVED_FACT
12,22,M. SCHMID,118,TEAM JAYCO ALULA,13133,0,0,0,OBSERVED_FACT
12,23,M. TEUNISSEN,66,XDS ASTANA TEAM,13133,0,0,0,OBSERVED_FACT
12,24,J. STEWART,137,NSN CYCLING TEAM,13133,0,0,0,OBSERVED_FACT
12,25,A. DELETTRE,204,TOTALENERGIES,13133,0,0,0,OBSERVED_FACT
12,26,T. JOHANNESSEN,121,UNO-X MOBILITY,13133,0,0,0,OBSERVED_FACT
12,27,M. CORT NIELSEN,124,UNO-X MOBILITY,13133,0,0,0,OBSERVED_FACT
12,28,T. PIDCOCK,171,PINARELLO-Q36.5 PRO CYCLING TEAM,13133,0,0,0,OBSERVED_FACT
